bitrh_dates,pups_born,pups_beforeW,weaned_f,weaned_m
09.08.2009,5,5,5,0
09.07.2009,8,8,8,0
22.06.2009,10,10,10,0
16.05.2009,8,8,8,0
15.05.2009,12,12,5,7
01.11.2009,14,14,11,3
20.08.2009,6,6,6,0
15.07.2009,5,5,5,0
29.05.2009,8,8,8,0
01.11.2009,8,8,6,2
29.05.2009,10,10,10,0
25.12.2009,4,4,4,0
16.11.2009,3,3,3,0
26.07.2009,1,1,1,0
21.07.2009,5,5,5,0
15.05.2009,9,9,3,6
26.05.2009,8,8,8,0
18.04.2009,8,8,8,0
27.03.2009,7,7,7,0
22.02.2009,4,4,4,0
20.02.2009,6,6,6,0
29.05.2009,7,7,7,0
02.05.2009,10,10,10,0
26.03.2009,6,6,6,0
20.02.2009,9,9,9,0
22.06.2009,3,3,3,0
18.04.2009,5,5,5,0
28.03.2009,5,5,5,0
20.02.2009,15,15,7,8
16.05.2009,11,11,11,0
26.03.2009,8,8,8,0
20.02.2009,7,7,7,0
28.01.2009,6,6,3,3
01.11.2008,10,10,3,0
23.09.2008,4,4,4,0
25.08.2008,19,9,9,0
02.08.2008,7,7,7,0
11.07.2008,9,9,9,0
26.06.2008,9,9,9,0
29.01.2009,8,8,3,5
01.01.2009,3,3,0,3
13.12.2008,6,6,6,0
16.11.2008,7,7,7,0
29.10.2008,9,9,4,2
22.09.2008,6,6,6,0
25.08.2008,14,5,5,0
02.08.2008,11,11,6,5
18.07.2008,2,2,2,0
26.06.2008,6,6,6,0
13.12.2008,5,5,5,0
17.11.2008,7,7,7,0
28.10.2008,12,12,4,2
23.09.2008,3,3,3,0
29.08.2008,12,5,5,0
06.08.2008,17,17,4,13
18.07.2008,5,5,5,0
29.06.2008,4,4,4,0
01.01.2009,5,5,0,4
13.12.2008,5,5,5,0
15.11.2008,7,7,7,0
15.10.2008,7,7,2,0
05.10.2008,14,14,10,4
04.09.2008,15,15,9,0
10.08.2008,13,14,10,4
28.07.2008,10,10,10,0
05.07.2008,6,6,6,0
27.01.2009,14,14,9,5
13.12.2008,5,5,5,0
15.11.2008,4,4,4,0
18.10.2008,20,20,8,0
23.09.2008,8,8,8,0
25.08.2008,18,6,6,0
02.08.2008,15,15,5,10
15.07.2008,7,7,7,0
01.01.2009,4,4,0,4
13.12.2008,2,2,2,0
